"initial_alias","converted_alias","name","description","namespace"
"PPP2R3B","124900588","PPP2R3B","protein phosphatase 2 regulatory subunit B''beta [Source:HGNC Symbol;Acc:HGNC:13417]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2R3B","28227","PPP2R3B","protein phosphatase 2 regulatory subunit B''beta [Source:HGNC Symbol;Acc:HGNC:13417]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDH3","1001","CDH3","cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC22A1","6580","SLC22A1","solute carrier family 22 member 1 [Source:HGNC Symbol;Acc:HGNC:10963]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP6V1B1","525","ATP6V1B1","ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JADE1","79960","JADE1","jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR4C12","283093","OR4C12","olfactory receptor family 4 subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:15168]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BLOC1S3","388552","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3 [Source:HGNC Symbol;Acc:HGNC:20914]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBWD6","445571","ZNG1C","Zn regulated GTPase metalloprotein activator 1C [Source:HGNC Symbol;Acc:HGNC:18519]","UNIPROT_GN"
"CBWD6","644019","ZNG1F","Zn regulated GTPase metalloprotein activator 1F [Source:HGNC Symbol;Acc:HGNC:31978]","UNIPROT_GN"
"NME1","4830","NME1","NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAS2R46","259292","TAS2R46","taste 2 receptor member 46 [Source:HGNC Symbol;Acc:HGNC:18877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELF1","1997","ELF1","E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC3","5611","DNAJC3","DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTRB1","1504","CTRB1","chymotrypsinogen B1 [Source:HGNC Symbol;Acc:HGNC:2521]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:2E8DLNGSQRGITUUBEPI93GSJ75S","None","None","None",""
"KCNJ16","3773","KCNJ16","potassium inwardly rectifying channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSTR2","6752","SSTR2","somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BMI1","648","BMI1","BMI1 proto-oncogene, polycomb ring finger [Source:HGNC Symbol;Acc:HGNC:1066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBA3","9039","UBA3","ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTTNBP2","83992","CTTNBP2","cortactin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15679]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XIRP1","165904","XIRP1","xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC7A7","9056","SLC7A7","solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFDP1","7027","TFDP1","transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPY30","84661","DPY30","dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL17","6139","RPL17","ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSPN","8082","SSPN","sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"THOC1","9984","THOC1","THO complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLGA1","2800","GOLGA1","golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AHCYL1","10768","AHCYL1","adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGLC7","None","None","None",""
"CD177","57126","CD177","CD177 molecule [Source:HGNC Symbol;Acc:HGNC:30072]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2C19","1557","CYP2C19","cytochrome P450 family 2 subfamily C member 19 [Source:HGNC Symbol;Acc:HGNC:2621]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-B*13:01:01","None","None","None",""
"THOC6","79228","THOC6","THO complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:28369]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKAG3","53632","PRKAG3","protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EDF1","8721","EDF1","endothelial differentiation related factor 1 [Source:HGNC Symbol;Acc:HGNC:3164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRSF11","9295","SRSF11","serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMT","1312","COMT","catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPN1","6184","RPN1","ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INPP4A","3631","INPP4A","inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCND2","894","CCND2","cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMC5","5705","PSMC5","proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:Q9HD43","None","None","None",""
"FBXO7","25793","FBXO7","F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YARS","8565","YARS1","tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]","UNIPROT_GN"
"SIRPA","140885","SIRPA","signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:B1Q2W9","None","None","None",""
"NUP133","55746","NUP133","nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC123","8872","CDC123","cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDH18","1016","CDH18","cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUBB1","81027","TUBB1","tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPI1","6688","SPI1","Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN5","84867","PTPN5","protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BST1","683","BST1","bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALOX12","239","ALOX12","arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNEP1R1","255919","CNEP1R1","CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:26759]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HBB","3043","HBB","hemoglobin subunit beta [Source:HGNC Symbol;Acc:HGNC:4827]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTRF1L","54516","MTRF1L","mitochondrial translation release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNX15","29907","SNX15","sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCAF10","79269","DCAF10","DDB1 and CUL4 associated factor 10 [Source:HGNC Symbol;Acc:HGNC:23686]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFB5","4711","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCR3","1232","CCR3","C-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:1604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL6A1","1291","COL6A1","collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS9","64965","MRPS9","mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A1","1973","EIF4A1","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HFE2","148738","HJV","hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]","UNIPROT_GN"
"DEFA6","1671","DEFA6","defensin alpha 6 [Source:HGNC Symbol;Acc:HGNC:2765]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL32","6161","RPL32","ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:10336]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGIR","5739","PTGIR","prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHA6","285220","EPHA6","EPH receptor A6 [Source:HGNC Symbol;Acc:HGNC:19296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKG1","5592","PRKG1","protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GLS","2744","GLS","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIPA1","6494","SIPA1","signal-induced proliferation-associated 1 [Source:HGNC Symbol;Acc:HGNC:10885]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC17A7","57030","SLC17A7","solute carrier family 17 member 7 [Source:HGNC Symbol;Acc:HGNC:16704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H3F3B","None","None","None",""
"PITX1","5307","PITX1","paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CETP","1071","CETP","cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBTD2","92181","UBTD2","ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ICT1","None","None","None",""
"IGHV3-33","None","None","None",""
"CORO1C","23603","CORO1C","coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA6","5687","PSMA6","proteasome 20S subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:9535]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP2S1","1175","AP2S1","adaptor related protein complex 2 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFS5","4725","NDUFS5","NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHYKPL","85007","PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR4A1","3164","NR4A1","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC29A1","2030","SLC29A1","solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR6S1","341799","OR6S1","olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15363]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EAF1","85403","EAF1","ELL associated factor 1 [Source:HGNC Symbol;Acc:HGNC:20907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF18","23370","ARHGEF18","Rho/Rac guanine nucleotide exchange factor 18 [Source:HGNC Symbol;Acc:HGNC:17090]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST3GAL4","6484","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NLGN2","57555","NLGN2","neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIR2DS1","None","None","None",""
"CTAG1B","1485","CTAG1B","cancer/testis antigen 1B [Source:HGNC Symbol;Acc:HGNC:2491]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ROGID:MKGGDJRT4ITXHJEE/YAFMFU/+RW9606","None","None","None",""
"MLLT6","4302","MLLT6","MLLT6, PHD finger containing [Source:HGNC Symbol;Acc:HGNC:7138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NELFA","7469","NELFA","negative elongation factor complex member A [Source:HGNC Symbol;Acc:HGNC:12768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSHR","7253","TSHR","thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LDB2","9079","LDB2","LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCNG1","900","CCNG1","cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NS1","None","None","None",""
"MDM4","4194","MDM4","MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CACNA1S","779","CACNA1S","calcium voltage-gated channel subunit alpha1 S [Source:HGNC Symbol;Acc:HGNC:1397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RL1","None","None","None",""
"SELL","6402","SELL","selectin L [Source:HGNC Symbol;Acc:HGNC:10720]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT34","3885","KRT34","keratin 34 [Source:HGNC Symbol;Acc:HGNC:6452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPD2","9918","NCAPD2","non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAM12","8038","ADAM12","ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMC4","5704","PSMC4","proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EBNA3B","None","None","None",""
"PRRC2A","7916","PRRC2A","proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FANCL","55120","FANCL","FA complementation group L [Source:HGNC Symbol;Acc:HGNC:20748]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:HJZXAUK4PBTVKDHY1O6P8ZSK2M4","None","None","None",""
"GDNF","2668","GDNF","glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP3K7","6885","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAST","831","CAST","calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCB6","10058","ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSD17B7","51478","HSD17B7","hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADD3","120","ADD3","adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TXK","7294","TXK","TXK tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12434]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYL10","93408","MYL10","myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MC1R","4157","MC1R","melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MBP","4155","MBP","myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CUL9","23113","CUL9","cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL20","55052","MRPL20","mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYT10","341359","SYT10","synaptotagmin 10 [Source:HGNC Symbol;Acc:HGNC:19266]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GJC2","57165","GJC2","gap junction protein gamma 2 [Source:HGNC Symbol;Acc:HGNC:17494]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSTF1","1477","CSTF1","cleavage stimulation factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:2483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBF1","85302","FBF1","Fas binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INLA","None","None","None",""
"INCENP","3619","INCENP","inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAF2","23197","FAF2","Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF4","468","ATF4","activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAT2","7462","LAT2","linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMD12","5718","PSMD12","proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MUC12","10071","MUC12","mucin 12, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7510]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR1I2","8856","NR1I2","nuclear receptor subfamily 1 group I member 2 [Source:HGNC Symbol;Acc:HGNC:7968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEF2C","4208","MEF2C","myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR10K1","391109","OR10K1","olfactory receptor family 10 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ROGID:Y8TMQKRFR8CSTFUXBKS65LN36389606","None","None","None",""
"ELOVL2","54898","ELOVL2","ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REFSEQ:NP_005573","None","None","None",""
"C11ORF65","160140","C11orf65","chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:Q15182","None","None","None",""
"CHL1","10752","CHL1","cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:U0UIUHKTGYX14T9SS6TS73RZBUM","None","None","None",""
"OR52R1","119695","OR52R1","olfactory receptor family 52 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:15235]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC10A1","6554","SLC10A1","solute carrier family 10 member 1 [Source:HGNC Symbol;Acc:HGNC:10905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"P2RX3","5024","P2RX3","purinergic receptor P2X 3 [Source:HGNC Symbol;Acc:HGNC:8534]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RET","5979","RET","ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALPPL2","None","None","None",""
"CD200","4345","CD200","CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LY6H","4062","LY6H","lymphocyte antigen 6 family member H [Source:HGNC Symbol;Acc:HGNC:6728]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERO1A","30001","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSE1L","1434","CSE1L","chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX6","1656","DDX6","DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP4C","5531","PPP4C","protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALDH9A1","223","ALDH9A1","aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SEC16B","111240474","SEC16B","SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEC16B","89866","SEC16B","SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:UNZWKZIBKBAHF1TBTHH0M2LRBJM","None","None","None",""
